OrderID,Date,ProductID,Product,Category,Quantity,Price,Customer,BranchID
ORD-107437,2024-12-19,P005,Cheese,Dairy,3,4.5,Sara Ali,MNF-SHB-01
ORD-107438,2024-07-10,P010,Banana,Produce,2,$0.95,,ALX-SMO-01
ORD-107439,2024-05-07,P008,Pasta,Grocery,3,4.4,Mohamed Hassan,GHAR-TAN-01
ORD-107440,2024-06-10,P010,Banana,Produce,4,$1.10,Omar Youssef,CAI-HEL-03
ORD-107441,2024-05-17,P004,Bread,Bakery,5," 2.38 ",Sara Ali,GHAR-TAN-01
ORD-107442,2024-06-20,P005,Cheese,Dairy,5,$4.50,Sara Ali,GIZ-DOK-01
ORD-107443,2024-10-24,P005,Cheese,Dairy,4,4.5,Sara Ali,CAI-DOW-01
ORD-107444,2024-11-03,P002,Tea,beverage,2,3.00,Omar Youssef,DAR-DAM-01
ORD-107445,2024-06-27,P010,Banana,produce,1,0.95,John Smith,GHAR-TAN-01
ORD-107446,2024-06-22,P002,Tea,Beverage,3," 3.30 ",Sara Ali,DAR-DAM-01
ORD-107447,2024-12-03,P005,Cheese,Dairy,5,4.2749999999999995,Sara Ali,ALX-MAN-02
ORD-107448,2024-06-24,P005,Cheese,Dairy,1,$4.50,Sara Ali,CAI-DOW-01
ORD-107449,2024-11-15,P003,Milk,dairy,3,$3.85,Omar Youssef,DAR-DAM-01
ORD-107450,2024-04-29,P007,Rice,grocery,4,5.5,Sara Ali,MNF-SHB-01
ORD-107451,2024-04-21,P008,Pasta,Grocery,1,4.0,John Smith,CAI-DOW-01
ORD-107452,2024-02-29,P002,Tea,beverage,4,3.00,Mona Adel,SHR-ZAG-01
ORD-107453,2024-04-30,P003,Milk,dairy,3,$3.50,Sara Ali,QAL-BAN-01
ORD-107454,2024-11-24,P010,Banana,produce,5,$1.00,,DAR-DAM-01
ORD-107455,2024-11-02,P002,Tea,Beverage,3," 3.00 ",John Smith,GIZ-6OCT-02
ORD-107456,2024-11-24,P004,Bread,Bakery,3,$2.75,Omar Youssef,DAR-DAM-01
ORD-107457,2024-01-15,P005,Cheese,Dairy,3,4.5,Sara Ali,SUZ-SUZ-01
ORD-107458,2024-01-18,P001,Coffee,Beverage,5," 4.00 ",Sara Ali,CAI-DOW-01
ORD-107459,2024-11-04,P009,Apple,Produce,2,1.2,Mohamed Hassan,ISL-FAI-01
ORD-107460,2024-07-18,P007,Rice,Grocery,1,5.5,John Smith,CAI-HEL-03
ORD-107461,2024-06-21,P010,Banana,produce,5," 1.00 ",Sara Ali,SHR-ZAG-01
ORD-107462,2024-01-31,P007,Rice,Grocery,1,5.5,Ahmed Kamal,SUZ-SUZ-01
ORD-107463,2024-07-08,P002,Tea,Beverage,3,3.30,John Smith,SUZ-SUZ-01
ORD-107464,2024-10-03,P007,Rice,Grocery,2,$5.22,Fatma Said,SHR-ZAG-01
ORD-107465,2024-12-19,P006,Chicken,meat,2,8.25,Fatma Said,CAI-HEL-03
ORD-107466,2024-08-10,P007,Rice,grocery,3,6.05,,CAI-NAS-02
ORD-107467,2024-09-18,P002,Tea,beverage,4,3.3000000000000003,Ahmed Kamal,DAR-DAM-01
ORD-107468,2024-12-26,P004,Bread,bakery,1," 2.50 ",Omar Youssef,CAI-HEL-03
ORD-107469,2024-01-12,P008,Pasta,grocery,1," 3.80 ",Mohamed Hassan,SHR-ZAG-01
ORD-107470,2024-06-16,P006,Chicken,Meat,5,7.5,Sara Ali,CAI-HEL-03
ORD-107471,2024-03-25,P008,Pasta,Grocery,4,$4.00,John Smith,GIZ-6OCT-02
ORD-107472,2024-08-18,P009,Apple,Produce,3,$1.20,Ahmed Kamal,CAI-DOW-01
ORD-107473,2024-12-24,P001,Coffee,Beverage,3,$4.00,Ahmed Kamal,GIZ-6OCT-02
ORD-107474,2024-06-10,P008,Pasta,grocery,2,$4.00,Fatma Said,SUZ-SUZ-01
ORD-107475,2024-10-06,P005,Cheese,Dairy,5,4.5,Sara Ali,DAR-DAM-01
ORD-107476,2024-05-10,P010,Banana,produce,1,$1.00,John Smith,CAI-HEL-03
ORD-107477,2024-06-20,P005,Cheese,dairy,3," 4.95 ",Fatma Said,CAI-HEL-03
ORD-107478,2024-03-15,P002,Tea,Beverage,3," 3.00 ",Omar Youssef,ISL-FAI-01
ORD-107479,2024-10-25,P001,Coffee,Beverage,4," 3.80 ",Mohamed Hassan,CAI-HEL-03
ORD-107480,2024-05-11,P005,Cheese,Dairy,1,4.5,Fatma Said,QAL-BAN-01
ORD-107481,2024-09-03,P010,Banana,Produce,4," 1.00 ",Fatma Said,DAR-DAM-01
ORD-107482,2024-10-12,P002,Tea,Beverage,2,$3.00,,SUZ-SUZ-01
ORD-107483,2024-08-12,P009,Apple,produce,4,$1.20,Ahmed Kamal,QAL-BAN-01
ORD-107484,2024-09-18,P001,Coffee,Beverage,5,4.00,Ahmed Kamal,GIZ-6OCT-02
ORD-107485,2024-07-31,P003,Milk,dairy,5,$3.50,Ahmed Kamal,MNF-SHB-01
ORD-107486,2024-01-01,P002,Tea,Beverage,4," 3.00 ",Sara Ali,CAI-NAS-02
ORD-107487,2024-04-14,P003,Milk,Dairy,1,$3.50,Mona Adel,CAI-DOW-01
ORD-107488,2024-03-10,P008,Pasta,grocery,1,4.40,Mohamed Hassan,CAI-NAS-02
ORD-107489,2024-11-25,P001,Coffee,beverage,2,4.00,Ahmed Kamal,ISL-FAI-01
ORD-107490,2024-08-29,P005,Cheese,dairy,4,$4.50,Sara Ali,GIZ-6OCT-02
ORD-107491,2024-02-09,P006,Chicken,Meat,3,8.25,Ahmed Kamal,DAR-DAM-01
ORD-107492,2024-03-31,P009,Apple,Produce,3,1.2,Mona Adel,ALX-MAN-02
ORD-107493,2024-10-04,P004,Bread,bakery,4,2.50,Mohamed Hassan,CAI-NAS-02
ORD-107494,2024-12-26,P010,Banana,Produce,3," 1.00 ",Ahmed Kamal,CAI-HEL-03
ORD-107495,2024-07-15,P004,Bread,Bakery,2,2.50,Mohamed Hassan,GIZ-6OCT-02
ORD-107496,2024-02-19,P007,Rice,grocery,5," 5.50 ",Mohamed Hassan,ISL-FAI-01
ORD-107497,2024-02-12,P006,Chicken,Meat,4,7.5,Fatma Said,SUZ-SUZ-01
ORD-107498,2024-02-21,P003,Milk,Dairy,5,3.85,Omar Youssef,ISL-FAI-01
ORD-107499,2024-05-28,P001,Coffee,Beverage,4,4.4,Mona Adel,DAR-DAM-01
ORD-107500,2024-05-16,P006,Chicken,Meat,4," 7.12 ",Ahmed Kamal,GIZ-6OCT-02
ORD-107501,2024-03-18,P006,Chicken,meat,4,7.125,Sara Ali,CAI-DOW-01
ORD-107502,2024-03-10,P001,Coffee,Beverage,3," 4.00 ",Sara Ali,ALX-SMO-01
ORD-107503,2024-11-19,P008,Pasta,grocery,4,4.00,John Smith,SUZ-SUZ-01
ORD-107504,2024-01-25,P003,Milk,dairy,3,3.50,,DAR-DAM-01
ORD-107505,2024-02-16,P007,Rice,Grocery,3,5.50,Omar Youssef,CAI-DOW-01
ORD-107506,2024-12-21,P006,Chicken,Meat,5," 8.25 ",Mohamed Hassan,CAI-HEL-03
ORD-107507,2024-02-03,P002,Tea,Beverage,3,3.00,John Smith,GIZ-DOK-01
ORD-107508,2024-11-11,P010,Banana,Produce,1," 0.95 ",Mona Adel,ISL-FAI-01
ORD-107509,2024-03-05,P001,Coffee,beverage,1,3.80,Sara Ali,LUX-LUX-01
ORD-107510,2024-01-21,P010,Banana,produce,1," 1.00 ",Fatma Said,GIZ-6OCT-02
ORD-107511,2024-04-05,P001,Coffee,Beverage,5," 4.00 ",Ahmed Kamal,CAI-HEL-03
ORD-107512,2024-12-29,P006,Chicken,meat,1,$7.50,Mohamed Hassan,GIZ-6OCT-02
ORD-107513,2024-03-10,P008,Pasta,Grocery,2,4.40,John Smith,GIZ-DOK-01
ORD-107514,2024-03-26,P006,Chicken,Meat,2,$7.50,John Smith,GIZ-6OCT-02
ORD-107515,2024-09-08,P007,Rice,Grocery,4," 5.50 ",Ahmed Kamal,LUX-LUX-01
ORD-107516,2024-06-10,P005,Cheese,Dairy,5,4.50,Sara Ali,ALX-MAN-02
ORD-107517,2024-05-11,P007,Rice,Grocery,1,$5.50,Omar Youssef,CAI-NAS-02
ORD-107518,2024-05-12,P008,Pasta,Grocery,5,4.0,Mona Adel,GHAR-TAN-01
ORD-107519,2024-12-13,P008,Pasta,grocery,1,4.40,Omar Youssef,GIZ-6OCT-02
ORD-107520,2024-11-25,P005,Cheese,Dairy,5,$4.50,Mona Adel,GHAR-TAN-01
ORD-107521,2024-10-01,P005,Cheese,Dairy,3,$4.27,Fatma Said,CAI-HEL-03
ORD-107522,2024-02-11,P005,Cheese,dairy,1," 4.50 ",Sara Ali,ALX-MAN-02
ORD-107523,2024-05-11,P003,Milk,dairy,1,3.3249999999999997,Sara Ali,GHAR-TAN-01
ORD-107524,2024-05-18,P004,Bread,Bakery,2," 2.38 ",Ahmed Kamal,DAR-DAM-01
ORD-107525,2024-02-29,P003,Milk,dairy,5,$3.50,Mohamed Hassan,ALX-MAN-02
ORD-107526,2024-06-20,P010,Banana,Produce,2,0.95,John Smith,ALX-SMO-01
ORD-107527,2024-07-30,P008,Pasta,Grocery,2," 4.00 ",Omar Youssef,ALX-SMO-01
ORD-107528,2024-11-09,P010,Banana,produce,3," 0.95 ",,CAI-HEL-03
ORD-107529,2024-06-24,P004,Bread,Bakery,1,2.75,Omar Youssef,ALX-MAN-02
ORD-107530,2024-10-08,P003,Milk,Dairy,5,3.50,Fatma Said,ISL-FAI-01
ORD-107531,2024-01-07,P008,Pasta,Grocery,5,$4.40,Fatma Said,ISL-FAI-01
ORD-107532,2024-06-22,P001,Coffee,Beverage,1,3.8,Sara Ali,GIZ-DOK-01
ORD-107533,2024-05-15,P007,Rice,Grocery,4,$6.05,Ahmed Kamal,DAR-DAM-01
ORD-107534,2024-03-23,P002,Tea,Beverage,4," 3.00 ",Mohamed Hassan,CAI-DOW-01
ORD-107535,2024-06-07,P004,Bread,Bakery,1,$2.50,Ahmed Kamal,LUX-LUX-01
ORD-107536,2024-06-28,P002,Tea,Beverage,5," 3.30 ",John Smith,QAL-BAN-01
ORD-107537,2024-02-05,P005,Cheese,Dairy,4,4.50,Fatma Said,GIZ-6OCT-02
ORD-107538,2024-06-15,P005,Cheese,Dairy,1,4.50,Mohamed Hassan,QAL-BAN-01
ORD-107539,2024-02-07,P010,Banana,produce,5,1.0,Mohamed Hassan,GHAR-TAN-01
ORD-107540,2024-01-28,P006,Chicken,meat,2,7.50,Mohamed Hassan,SHR-ZAG-01
ORD-107541,2024-11-30,P003,Milk,Dairy,1,$3.50,,LUX-LUX-01
ORD-107542,2024-08-06,P007,Rice,Grocery,4," 5.50 ",Omar Youssef,GIZ-6OCT-02
ORD-107543,2024-12-22,P009,Apple,Produce,5," 1.20 ",,CAI-HEL-03
ORD-107544,2024-05-28,P001,Coffee,Beverage,1," 4.40 ",Fatma Said,ALX-MAN-02
ORD-107545,2024-12-19,P005,Cheese,Dairy,4,$4.50,Fatma Said,ALX-SMO-01
ORD-107546,2024-10-29,P001,Coffee,Beverage,2,4.00,Omar Youssef,SUZ-SUZ-01
ORD-107547,2024-01-27,P002,Tea,Beverage,3,$3.00,Omar Youssef,ALX-MAN-02
ORD-107548,2024-08-09,P005,Cheese,Dairy,4,4.95,Ahmed Kamal,QAL-BAN-01
ORD-107549,2024-08-31,P006,Chicken,meat,3,7.5,Sara Ali,DAR-DAM-01
ORD-107550,2024-05-17,P009,Apple,Produce,2,1.2,Mona Adel,SHR-ZAG-01
ORD-107551,2024-06-18,P008,Pasta,Grocery,1,$4.00,Omar Youssef,GHAR-TAN-01
ORD-107552,2024-03-24,P002,Tea,Beverage,5,$3.00,Mohamed Hassan,SUZ-SUZ-01
ORD-107553,2024-07-17,P010,Banana,Produce,3,$1.00,Omar Youssef,LUX-LUX-01
ORD-107554,2024-07-19,P001,Coffee,Beverage,2,$4.00,Omar Youssef,DAR-DAM-01
ORD-107555,2024-10-23,P003,Milk,Dairy,5," 3.32 ",John Smith,GIZ-6OCT-02
ORD-107556,2024-02-20,P001,Coffee,beverage,3,$4.00,Mona Adel,ISL-FAI-01
ORD-107557,2024-04-10,P001,Coffee,beverage,2," 4.00 ",Mona Adel,MNF-SHB-01
ORD-107558,2024-02-18,P007,Rice,Grocery,4," 5.50 ",,CAI-NAS-02
ORD-107559,2024-05-13,P003,Milk,dairy,1,3.5,Mona Adel,GIZ-DOK-01
ORD-107560,2024-01-03,P008,Pasta,Grocery,5," 4.00 ",Sara Ali,CAI-DOW-01
ORD-107561,2024-01-25,P005,Cheese,Dairy,3,4.95,John Smith,SHR-ZAG-01
ORD-107562,2024-07-02,P005,Cheese,Dairy,3," 4.95 ",John Smith,SUZ-SUZ-01
ORD-107563,2024-06-06,P002,Tea,beverage,4,$3.00,,GIZ-DOK-01
ORD-107564,2024-09-06,P010,Banana,Produce,1," 1.00 ",Mohamed Hassan,SUZ-SUZ-01
ORD-107565,2024-03-09,P010,Banana,Produce,2,0.95,Ahmed Kamal,CAI-HEL-03
ORD-107566,2024-10-10,P009,Apple,Produce,1," 1.20 ",Omar Youssef,CAI-NAS-02
ORD-107567,2024-04-27,P001,Coffee,Beverage,5," 4.00 ",Sara Ali,ALX-SMO-01
ORD-107568,2024-06-05,P002,Tea,beverage,5,$3.00,Ahmed Kamal,ALX-MAN-02
ORD-107569,2024-09-08,P008,Pasta,grocery,1,$3.80,,MNF-SHB-01
ORD-107570,2024-05-23,P007,Rice,Grocery,4,$6.05,Omar Youssef,SHR-ZAG-01
ORD-107571,2024-12-16,P008,Pasta,Grocery,4,4.00,Sara Ali,ALX-SMO-01
ORD-107572,2024-02-18,P007,Rice,Grocery,3,$6.05,Mohamed Hassan,SHR-ZAG-01
ORD-107573,2024-06-08,P002,Tea,Beverage,1," 2.85 ",Mohamed Hassan,SHR-ZAG-01
ORD-107574,2024-06-10,P007,Rice,Grocery,3,5.50,John Smith,CAI-NAS-02
ORD-107575,2024-03-03,P002,Tea,Beverage,2,3.30,Mona Adel,ALX-MAN-02
ORD-107576,2024-10-19,P002,Tea,beverage,1,3.0,Mohamed Hassan,CAI-NAS-02
ORD-107577,2024-01-24,P002,Tea,Beverage,3,$2.85,Sara Ali,ALX-MAN-02
ORD-107578,2024-06-09,P008,Pasta,Grocery,4,$4.00,Omar Youssef,MNF-SHB-01
ORD-107579,2024-09-13,P001,Coffee,Beverage,1,$4.00,Mohamed Hassan,GIZ-6OCT-02
ORD-107580,2024-05-14,P008,Pasta,grocery,5," 4.00 ",Mohamed Hassan,CAI-HEL-03
ORD-107581,2024-08-24,P009,Apple,Produce,4,1.20,Mona Adel,QAL-BAN-01
ORD-107582,2024-03-24,P006,Chicken,meat,2," 7.50 ",Mohamed Hassan,QAL-BAN-01
ORD-107583,2024-07-16,P010,Banana,Produce,3," 1.00 ",Mohamed Hassan,CAI-HEL-03
ORD-107584,2024-01-01,P008,Pasta,grocery,5,3.80,Omar Youssef,GIZ-DOK-01
ORD-107585,2024-12-24,P002,Tea,Beverage,4," 3.00 ",Omar Youssef,DAR-DAM-01
ORD-107586,2024-04-16,P005,Cheese,Dairy,3," 4.50 ",John Smith,MNF-SHB-01
ORD-107587,2024-10-08,P003,Milk,Dairy,1,$3.50,John Smith,CAI-HEL-03
ORD-107588,2024-03-11,P009,Apple,Produce,3,1.20,Omar Youssef,SUZ-SUZ-01
ORD-107589,2024-08-02,P003,Milk,dairy,5,$3.50,Mona Adel,QAL-BAN-01
ORD-107590,2024-08-22,P010,Banana,Produce,3," 1.00 ",Fatma Said,ALX-MAN-02
ORD-107591,2024-04-30,P008,Pasta,Grocery,2,3.8,Ahmed Kamal,SHR-ZAG-01
ORD-107592,2024-01-11,P009,Apple,produce,2,1.32,John Smith,GHAR-TAN-01
ORD-107593,2024-01-08,P003,Milk,Dairy,4,3.8500000000000005,,GHAR-TAN-01
ORD-107594,2024-10-09,P003,Milk,dairy,4,$3.50,Mohamed Hassan,ALX-SMO-01
ORD-107595,2024-03-17,P003,Milk,Dairy,1,3.5,John Smith,MNF-SHB-01
ORD-107596,2024-04-14,P006,Chicken,meat,2,7.50,,SHR-ZAG-01
ORD-107597,2024-03-14,P004,Bread,bakery,3,$2.50,Ahmed Kamal,ALX-SMO-01
ORD-107598,2024-01-30,P009,Apple,produce,5,1.32,Mona Adel,MNF-SHB-01
ORD-107599,2024-10-04,P003,Milk,dairy,2,3.50,Mona Adel,LUX-LUX-01
ORD-107600,2024-08-05,P007,Rice,grocery,5," 6.05 ",Sara Ali,GIZ-6OCT-02
ORD-107601,2024-09-17,P007,Rice,Grocery,2,5.50,,CAI-HEL-03
ORD-107602,2024-12-20,P006,Chicken,Meat,1,$7.50,Mona Adel,CAI-HEL-03
ORD-107603,2024-05-11,P008,Pasta,Grocery,2,3.8,Mona Adel,ALX-SMO-01
ORD-107604,2024-09-21,P010,Banana,produce,4,$1.00,Mohamed Hassan,DAR-DAM-01
ORD-107605,2024-12-02,P006,Chicken,meat,4,7.5,Mona Adel,GIZ-6OCT-02
ORD-107606,2024-09-20,P006,Chicken,Meat,5," 7.50 ",Omar Youssef,ALX-MAN-02
ORD-107607,2024-03-15,P001,Coffee,beverage,4,4.00,,GIZ-DOK-01
ORD-107608,2024-09-06,P004,Bread,Bakery,4,$2.38,Fatma Said,GIZ-DOK-01
ORD-107609,2024-10-24,P009,Apple,Produce,4,$1.20,Omar Youssef,LUX-LUX-01
ORD-107610,2024-04-25,P004,Bread,Bakery,2,2.75,John Smith,GHAR-TAN-01
ORD-107611,2024-04-04,P004,Bread,Bakery,5,2.5,Mona Adel,ISL-FAI-01
ORD-107612,2024-12-13,P008,Pasta,Grocery,1,4.40,Sara Ali,ALX-MAN-02
ORD-107613,2024-03-19,P001,Coffee,beverage,5,3.80,John Smith,ALX-MAN-02
ORD-107614,2024-10-21,P010,Banana,Produce,2,$1.00,,GIZ-6OCT-02
ORD-107615,2024-06-16,P007,Rice,grocery,4," 5.50 ",Sara Ali,ALX-SMO-01
ORD-107616,2024-08-31,P001,Coffee,Beverage,1,$3.80,Fatma Said,ISL-FAI-01
ORD-107617,2024-12-21,P007,Rice,grocery,4," 5.50 ",Sara Ali,DAR-DAM-01
ORD-107618,2024-01-23,P007,Rice,Grocery,3,$5.50,John Smith,MNF-SHB-01
ORD-107619,2024-12-29,P008,Pasta,Grocery,4," 3.80 ",John Smith,DAR-DAM-01
ORD-107620,2024-04-30,P001,Coffee,beverage,3,4.40,John Smith,QAL-BAN-01
ORD-107621,2024-01-05,P009,Apple,Produce,2,1.2,,GHAR-TAN-01
ORD-107622,2024-03-02,P006,Chicken,meat,1,7.50,Omar Youssef,MNF-SHB-01
ORD-107623,2024-09-17,P001,Coffee,beverage,3,4.00,Omar Youssef,GHAR-TAN-01
ORD-107624,2024-08-13,P004,Bread,Bakery,2,$2.75,John Smith,QAL-BAN-01
ORD-107625,2024-05-18,P009,Apple,Produce,5," 1.20 ",,CAI-NAS-02
ORD-107626,2024-04-26,P003,Milk,Dairy,5," 3.50 ",Mohamed Hassan,DAR-DAM-01
ORD-107627,2024-09-24,P004,Bread,Bakery,5,2.38,Sara Ali,DAR-DAM-01
ORD-107628,2024-11-18,P001,Coffee,Beverage,2,$4.00,,GIZ-DOK-01
ORD-107629,2024-10-14,P007,Rice,Grocery,1,5.5,Sara Ali,GIZ-6OCT-02
ORD-107630,2024-10-19,P005,Cheese,Dairy,4,4.2749999999999995,Ahmed Kamal,SUZ-SUZ-01
ORD-107631,2024-12-23,P010,Banana,Produce,4,$1.00,Sara Ali,GIZ-6OCT-02
ORD-107632,2024-03-02,P009,Apple,Produce,1,1.2,Mohamed Hassan,CAI-DOW-01
ORD-107633,2024-08-13,P003,Milk,dairy,3,3.32,Sara Ali,QAL-BAN-01
ORD-107634,2024-09-15,P001,Coffee,Beverage,4,$4.00,Mohamed Hassan,LUX-LUX-01
ORD-107635,2024-04-24,P001,Coffee,Beverage,2,3.80,Fatma Said,LUX-LUX-01
ORD-107636,2024-03-22,P002,Tea,beverage,2,2.85,Sara Ali,MNF-SHB-01
ORD-107637,2024-12-24,P005,Cheese,Dairy,3," 4.50 ",Omar Youssef,CAI-HEL-03
ORD-107638,2024-10-04,P003,Milk,Dairy,4,$3.32,,GIZ-6OCT-02
ORD-107639,2024-03-08,P008,Pasta,Grocery,4,$4.00,Fatma Said,ALX-SMO-01
ORD-107640,2024-04-06,P005,Cheese,Dairy,3,$4.27,John Smith,SHR-ZAG-01
ORD-107641,2024-11-10,P007,Rice,Grocery,2," 5.50 ",,GIZ-DOK-01
ORD-107642,2024-02-18,P007,Rice,Grocery,4,5.50,,SUZ-SUZ-01
ORD-107643,2024-09-02,P004,Bread,Bakery,1,2.50,John Smith,SUZ-SUZ-01
ORD-107644,2024-10-05,P002,Tea,Beverage,1,3.0,,ALX-MAN-02
ORD-107645,2024-10-03,P004,Bread,bakery,5," 2.50 ",Mona Adel,GIZ-DOK-01
ORD-107646,2024-02-06,P010,Banana,Produce,4,1.00,Mohamed Hassan,GIZ-6OCT-02
ORD-107647,2024-06-11,P001,Coffee,beverage,1,4.40,Mohamed Hassan,QAL-BAN-01
ORD-107648,2024-03-23,P008,Pasta,Grocery,3,$4.00,Fatma Said,ALX-MAN-02
ORD-107649,2024-05-25,P005,Cheese,Dairy,2," 4.27 ",Mohamed Hassan,QAL-BAN-01
ORD-107650,2024-05-28,P005,Cheese,Dairy,4," 4.50 ",Ahmed Kamal,ALX-MAN-02
ORD-107651,2024-07-19,P009,Apple,produce,4,$1.32,John Smith,QAL-BAN-01
ORD-107652,2024-12-14,P007,Rice,Grocery,2," 5.22 ",Mohamed Hassan,GIZ-6OCT-02
ORD-107653,2024-04-07,P008,Pasta,Grocery,1,4.40,Omar Youssef,CAI-HEL-03
ORD-107654,2024-01-16,P009,Apple,Produce,5,1.14,Mohamed Hassan,SUZ-SUZ-01
ORD-107655,2024-09-13,P002,Tea,beverage,1," 3.00 ",Sara Ali,CAI-DOW-01
ORD-107656,2024-07-06,P007,Rice,Grocery,1,5.50,Ahmed Kamal,GHAR-TAN-01
ORD-107657,2024-03-28,P003,Milk,dairy,1,3.85,Ahmed Kamal,ALX-SMO-01
ORD-107658,2024-03-07,P009,Apple,Produce,3," 1.20 ",Mohamed Hassan,GHAR-TAN-01
ORD-107659,2024-09-13,P005,Cheese,Dairy,1,$4.50,Mohamed Hassan,GHAR-TAN-01
ORD-107660,2024-01-30,P001,Coffee,Beverage,2,4.0,Sara Ali,MNF-SHB-01
ORD-107661,2024-10-03,P003,Milk,Dairy,1,$3.50,Ahmed Kamal,GIZ-DOK-01
ORD-107662,2024-12-03,P007,Rice,grocery,4,6.05,Sara Ali,SUZ-SUZ-01
ORD-107663,2024-09-07,P003,Milk,Dairy,3,3.50,,MNF-SHB-01
ORD-107664,2024-06-28,P002,Tea,Beverage,4,$2.85,Mona Adel,LUX-LUX-01
ORD-107665,2024-11-30,P002,Tea,Beverage,4,2.8499999999999996,Fatma Said,GIZ-6OCT-02
ORD-107666,2024-02-04,P010,Banana,Produce,1,$1.10,Ahmed Kamal,LUX-LUX-01
ORD-107667,2024-06-28,P004,Bread,bakery,3,$2.50,Ahmed Kamal,ALX-SMO-01
ORD-107668,2024-10-03,P005,Cheese,dairy,5,$4.50,Sara Ali,CAI-NAS-02
ORD-107669,2024-01-25,P008,Pasta,Grocery,2," 4.40 ",,GIZ-DOK-01
ORD-107670,2024-03-25,P003,Milk,dairy,4,3.5,Mohamed Hassan,ALX-SMO-01
ORD-107671,2024-06-21,P010,Banana,Produce,1,1.00,Mohamed Hassan,CAI-DOW-01
ORD-107672,2024-07-09,P005,Cheese,Dairy,5,$4.50,Omar Youssef,MNF-SHB-01
ORD-107673,2024-12-14,P001,Coffee,Beverage,5,4.00,Ahmed Kamal,SUZ-SUZ-01
ORD-107674,2024-08-28,P008,Pasta,Grocery,2," 4.40 ",,SUZ-SUZ-01
ORD-107675,2024-09-23,P004,Bread,Bakery,1,$2.38,Ahmed Kamal,CAI-NAS-02
ORD-107676,2024-04-13,P009,Apple,Produce,4,1.14,,MNF-SHB-01
ORD-107677,2024-11-14,P005,Cheese,Dairy,5,4.95,,ALX-SMO-01
ORD-107678,2024-03-10,P003,Milk,dairy,1," 3.32 ",John Smith,DAR-DAM-01
ORD-107679,2024-04-21,P007,Rice,grocery,3,$5.50,Mohamed Hassan,GHAR-TAN-01
ORD-107680,2024-10-31,P002,Tea,beverage,3,$2.85,Fatma Said,DAR-DAM-01
ORD-107681,2024-09-24,P005,Cheese,Dairy,3,$4.50,Mohamed Hassan,QAL-BAN-01
ORD-107682,2024-10-02,P004,Bread,bakery,4,2.50,Omar Youssef,CAI-NAS-02
ORD-107683,2024-07-01,P002,Tea,beverage,4," 3.00 ",Omar Youssef,CAI-DOW-01
ORD-107684,2024-10-03,P001,Coffee,Beverage,5," 4.00 ",,QAL-BAN-01
ORD-107685,2024-01-04,P005,Cheese,Dairy,3," 4.50 ",Omar Youssef,QAL-BAN-01
ORD-107686,2024-02-11,P008,Pasta,Grocery,4,4.0,Mona Adel,GIZ-DOK-01
ORD-107687,2024-06-16,P007,Rice,Grocery,1," 5.50 ",Ahmed Kamal,LUX-LUX-01
ORD-107688,2024-02-23,P003,Milk,Dairy,3," 3.50 ",Fatma Said,MNF-SHB-01
ORD-107689,2024-09-15,P006,Chicken,Meat,4," 8.25 ",Sara Ali,MNF-SHB-01
ORD-107690,2024-08-06,P007,Rice,Grocery,1," 6.05 ",Sara Ali,CAI-NAS-02
ORD-107691,2024-10-21,P009,Apple,Produce,5,$1.14,,DAR-DAM-01
ORD-107692,2024-04-09,P003,Milk,dairy,4,$3.32,,CAI-DOW-01
ORD-107693,2024-05-26,P008,Pasta,Grocery,1,3.8,Fatma Said,DAR-DAM-01
ORD-107694,2024-06-22,P009,Apple,Produce,2,$1.20,Mona Adel,ISL-FAI-01
ORD-107695,2024-04-28,P003,Milk,Dairy,3,3.5,Sara Ali,MNF-SHB-01
ORD-107696,2024-06-13,P007,Rice,grocery,2," 5.22 ",Sara Ali,SHR-ZAG-01
ORD-107697,2024-11-24,P006,Chicken,Meat,2," 7.12 ",Sara Ali,CAI-HEL-03
ORD-107698,2024-10-03,P001,Coffee,beverage,2,3.80,Fatma Said,ALX-SMO-01
ORD-107699,2024-05-10,P007,Rice,Grocery,1,$5.22,Ahmed Kamal,MNF-SHB-01
ORD-107700,2024-01-21,P007,Rice,Grocery,3,6.05,Omar Youssef,CAI-NAS-02
ORD-107701,2024-09-05,P006,Chicken,Meat,5,7.50,Omar Youssef,GIZ-6OCT-02
ORD-107702,2024-04-26,P002,Tea,Beverage,5,3.00,Mona Adel,CAI-HEL-03
ORD-107703,2024-09-18,P006,Chicken,Meat,2,8.25,Ahmed Kamal,MNF-SHB-01
ORD-107704,2024-08-07,P007,Rice,Grocery,2," 5.50 ",Sara Ali,CAI-DOW-01
ORD-107705,2024-01-18,P010,Banana,produce,1,1.0,John Smith,ISL-FAI-01
ORD-107706,2024-04-15,P003,Milk,Dairy,4,3.3249999999999997,John Smith,ISL-FAI-01
ORD-107707,2024-09-17,P009,Apple,Produce,3,1.2,Mohamed Hassan,SHR-ZAG-01
ORD-107708,2024-09-10,P008,Pasta,Grocery,3,4.00,Mona Adel,ALX-SMO-01
ORD-107709,2024-03-23,P006,Chicken,Meat,1,7.50,Sara Ali,ISL-FAI-01
ORD-107710,2024-07-04,P004,Bread,Bakery,2,$2.38,Mohamed Hassan,SUZ-SUZ-01
ORD-107711,2024-09-03,P002,Tea,Beverage,4," 2.85 ",Ahmed Kamal,GIZ-DOK-01
